Epoch,Loss1,Loss2,TotalLoss
195,0.03327307692307692,0.04904230769230769,0.08231538461538461
196,0.03369615384615384,0.04692948717948718,0.08062564102564101
197,0.033207692307692306,0.047617948717948715,0.08082564102564102
198,0.033488461538461536,0.04717564102564103,0.08066410256410256
199,0.03331923076923077,0.046424358974358974,0.07974358974358975
200,0.033457692307692306,0.04651025641025641,0.07996794871794871
201,0.03376794871794872,0.04796923076923077,0.08173717948717948
202,0.033587179487179486,0.04729358974358974,0.08088076923076923
203,0.03368076923076923,0.047547435897435895,0.08122820512820512
204,0.033692307692307695,0.04694230769230769,0.08063461538461539
205,0.03343846153846154,0.0475,0.08093846153846154
206,0.03412051282051282,0.048602564102564104,0.08272307692307693
207,0.03392051282051282,0.04732179487179487,0.0812423076923077
208,0.03368076923076923,0.047489743589743595,0.08117051282051282
209,0.03448589743589744,0.05056923076923077,0.0850551282051282
210,0.03389358974358974,0.047887179487179486,0.08178076923076923
211,0.03318461538461538,0.0464474358974359,0.07963205128205128
212,0.03304871794871795,0.04685769230769231,0.07990641025641027
213,0.03421410256410256,0.04865769230769231,0.08287179487179487
214,0.03399102564102564,0.04723974358974359,0.08123076923076923
215,0.033666666666666664,0.04773205128205128,0.08139871794871795
216,0.033361538461538456,0.04767564102564103,0.08103717948717948
217,0.033694871794871795,0.04847051282051282,0.08216538461538461
218,0.03487948717948718,0.050212820512820514,0.08509230769230769
219,0.03320384615384615,0.047266666666666665,0.08047051282051282
220,0.03376923076923077,0.04812179487179487,0.08189102564102563
221,0.03392179487179487,0.04840897435897436,0.08233076923076924
222,0.033644155844155844,0.047666233766233766,0.08131038961038961
223,0.0337551282051282,0.04848974358974359,0.08224487179487179
224,0.03333589743589744,0.04713333333333333,0.08046923076923077
225,0.034383333333333335,0.04807435897435897,0.08245769230769232
226,0.034037179487179485,0.048044871794871796,0.08208205128205129
227,0.033646153846153846,0.04952307692307693,0.08316923076923077
228,0.033778205128205126,0.046803846153846154,0.08058205128205129
229,0.03344102564102564,0.04786923076923077,0.08131025641025641
230,0.0335,0.04765641025641026,0.08115641025641027
231,0.03256923076923077,0.04655512820512821,0.07912435897435897
232,0.034003846153846155,0.04824615384615384,0.08224999999999999
233,0.033879487179487175,0.04805641025641026,0.08193589743589744
234,0.03356410256410256,0.04740384615384615,0.08096794871794871
235,0.03302948717948718,0.047016666666666665,0.08004615384615385
236,0.03399615384615384,0.04797820512820513,0.08197435897435898
237,0.03370897435897436,0.04815,0.08185897435897435
238,0.03392564102564102,0.04835769230769231,0.08228333333333333
239,0.03387179487179487,0.04795384615384616,0.08182564102564102
240,0.03391025641025641,0.0478474358974359,0.08175769230769231
241,0.03356410256410256,0.048346153846153844,0.0819102564102564
242,0.03334871794871795,0.04675641025641026,0.08010512820512822
243,0.03379102564102564,0.048435897435897435,0.08222692307692307
244,0.0330525641025641,0.04644102564102564,0.07949358974358975
245,0.033682051282051276,0.04696794871794872,0.08065
246,0.03374871794871795,0.048374358974358975,0.08212307692307692
247,0.03432820512820513,0.05088461538461538,0.0852128205128205
248,0.034605128205128205,0.04849358974358975,0.08309871794871795
249,0.0343012987012987,0.04803766233766234,0.08233896103896104
250,0.03388717948717949,0.04889102564102564,0.08277820512820513
