nohup: ignoring input
/root/LaneNet-Pytorch-teach/LaneNet-PyTorch-master/train.py:35: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  pretrained_weights = torch.load(pretrained_weights_path, map_location=device)
train_set length 12480
valid_set length 2673
test_set length 2673
Loaded pretrained weights.
epoch[89] iter[300] loss: [0.0291, 0.0502]
epoch[89] iter[320] loss: [0.0345, 0.0634]
epoch[89] iter[340] loss: [0.0316, 0.0472]
epoch[89] iter[360] loss: [0.0336, 0.0525]
epoch[89] iter[380] loss: [0.0374, 0.0545]
epoch[89] iter[400] loss: [0.0376, 0.0535]
epoch[89] iter[420] loss: [0.0413, 0.0512]
epoch[89] iter[440] loss: [0.0327, 0.0495]
epoch[89] iter[460] loss: [0.0362, 0.0508]
epoch[89] iter[480] loss: [0.0410, 0.0553]
epoch[89] iter[500] loss: [0.0376, 0.0529]
epoch[89] iter[520] loss: [0.0336, 0.0446]
epoch[89] iter[540] loss: [0.0366, 0.0508]
epoch[89] iter[560] loss: [0.0329, 0.0461]
epoch[89] iter[580] loss: [0.0393, 0.0526]
epoch[89] iter[600] loss: [0.0312, 0.0547]
epoch[89] iter[620] loss: [0.0350, 0.0574]
epoch[89] iter[640] loss: [0.0397, 0.0679]
epoch[89] iter[660] loss: [0.0396, 0.0650]
epoch[89] iter[680] loss: [0.0395, 0.0722]
epoch[89] iter[700] loss: [0.0340, 0.0570]
epoch[89] iter[720] loss: [0.0363, 0.0575]
epoch[89] iter[740] loss: [0.0306, 0.0456]
epoch[89] iter[760] loss: [0.0385, 0.0499]
epoch[89] iter[780] loss: [0.0346, 0.0629]
epoch[89] iter[800] loss: [0.0438, 0.0585]
epoch[89] iter[820] loss: [0.0346, 0.0546]
epoch[89] iter[840] loss: [0.0371, 0.0703]
epoch[89] iter[860] loss: [0.0381, 0.0687]
epoch[89] iter[880] loss: [0.0378, 0.0593]
epoch[89] iter[900] loss: [0.0297, 0.0478]
epoch[89] iter[920] loss: [0.0321, 0.0534]
epoch[89] iter[940] loss: [0.0373, 0.0621]
epoch[89] iter[960] loss: [0.0362, 0.0909]
epoch[89] iter[980] loss: [0.0365, 0.0533]
epoch[89] iter[1000] loss: [0.0342, 0.0562]
epoch[89] iter[1020] loss: [0.0362, 0.0925]
epoch[89] iter[1040] loss: [0.0317, 0.0480]
epoch[89] iter[1060] loss: [0.0371, 0.0520]
epoch[89] iter[1080] loss: [0.0295, 0.0465]
epoch[89] iter[1100] loss: [0.0325, 0.0506]
epoch[89] iter[1120] loss: [0.0321, 0.0482]
epoch[89] iter[1140] loss: [0.0383, 0.0487]
epoch[89] iter[1160] loss: [0.0333, 0.0444]
epoch[89] iter[1180] loss: [0.0353, 0.0466]
epoch[89] iter[1200] loss: [0.0352, 0.0456]
epoch[89] iter[1220] loss: [0.0327, 0.0522]
epoch[89] iter[1240] loss: [0.0361, 0.0671]
epoch[89] iter[1260] loss: [0.0338, 0.0473]
epoch[89] iter[1280] loss: [0.0368, 0.0478]
epoch[89] iter[1300] loss: [0.0318, 0.0503]
epoch[89] iter[1320] loss: [0.0417, 0.0645]
epoch[89] iter[1340] loss: [0.0475, 0.0599]
epoch[89] iter[1360] loss: [0.0346, 0.0520]
epoch[89] iter[1380] loss: [0.0344, 0.0497]
epoch[89] iter[1400] loss: [0.0310, 0.0509]
epoch[89] iter[1420] loss: [0.0332, 0.0492]
epoch[89] iter[1440] loss: [0.0389, 0.0522]
epoch[89] iter[1460] loss: [0.0316, 0.0558]
epoch[89] iter[1480] loss: [0.0387, 0.0559]
epoch[89] iter[1500] loss: [0.0360, 0.0486]
epoch[89] iter[1520] loss: [0.0344, 0.0499]
epoch[89] iter[1540] loss: [0.0366, 0.0588]
Finish epoch[89], time elapsed[183.44s]
epoch[90] iter[0] loss: [0.0293, 0.0446]
